,index,content,Final,content_seg,content_clean,content_clean_chs_only,content_clean_chs_only_s,content_clean_s,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
10,47428,很多孩子经过ABA的干预终身智商四五十，没有干预的智商在六七十,3,很多 孩子 经过 ABA 的 干预 终身 智商 四五十 ， 没有 干预 的 智商 在 六七十,孩子 ABA 干预 终身 智商 四五十 干预 智商 六七十,孩子 干预 终身 智商 四五十 干预 智商 六七十,很多 孩子 干预 终身 智商 四五十 没有 干预 智商 六七十,很多 孩子 ABA 干预 终身 智商 四五十 没有 干预 智商 六七十,0.006668482441455126,0.006668479647487402,0.006668483838438988,0.006668488495051861,0.006668482441455126,0.006668479647487402,0.006668479647487402,0.006668486166745424,0.006668482441455126,0.006668481044471264,0.006668486166745424,0.9066411852836609,0.006668485701084137,0.0066684833727777,0.006668481044471264
11,53906,孩子这么小，自闭症倾向不至于崩溃，学习起来吧，祝你家宝宝早日赶上。,0,孩子 这么 小 ， 自闭症 倾向 不至于 崩溃 ， 学习 起来 吧 ， 祝 你家 宝宝 早日 赶上 。,孩子 自闭症 倾向 崩溃 学习 祝 你家 宝宝 早日 赶上,孩子 自闭症 倾向 崩溃 学习 祝 你家 宝宝 早日 赶上,孩子 自闭症 倾向 崩溃 学习 起来 祝 你家 宝宝 早日 赶上,孩子 自闭症 倾向 崩溃 学习 起来 祝 你家 宝宝 早日 赶上,0.00666773458942771,0.006667735055088997,0.0066677276045084,0.0066677480936050415,0.00666773458942771,0.006667728535830975,0.006667730864137411,0.00666773971170187,0.006667745765298605,0.006667733192443848,0.006667732261121273,0.00666774483397603,0.9066516757011414,0.006667728535830975,0.006667731329798698
12,11304,大量逗乐孩子，让他喜欢人，意识倾向人，才能真正带孩子出来,0,大量 逗乐 孩子 ， 让 他 喜欢 人 ， 意识 倾向 人 ， 才能 真正 带 孩子 出来,逗乐 孩子 喜欢 意识 倾向 孩子,逗乐 孩子 喜欢 意识 倾向 孩子,大量 逗乐 孩子 喜欢 意识 倾向 真正 带 孩子,大量 逗乐 孩子 喜欢 意识 倾向 真正 带 孩子,0.00952550396323204,0.009525507688522339,0.009525515139102936,0.009525506757199764,0.009525503031909466,0.009525502100586891,0.009525500237941742,0.009525518864393234,0.009525507688522339,0.009525510482490063,0.009525506757199764,0.8666428923606873,0.009525514207780361,0.009525508619844913,0.00952550396323204
13,14774,不管有没有问题，都建议去做康复训练，总比以后后悔的好,0,不管 有没有 问题 ， 都 建议 去 做 康复训练 ， 总 比 以后 后悔 的 好,有没有 建议 做 康复训练 总 后悔,有没有 建议 做 康复训练 总 后悔,有没有 问题 建议 做 康复训练 总 以后 后悔,有没有 问题 建议 做 康复训练 总 以后 后悔,0.8133090734481812,0.013335068710148335,0.013335059396922588,0.013335063122212887,0.013335070572793484,0.013335059396922588,0.013335070572793484,0.013335074298083782,0.013335071504116058,0.01333506591618061,0.013335061259567738,0.013335066847503185,0.013335061259567738,0.013335071504116058,0.013335089199244976
14,1227,母爱如水 上善若水 水润万物 突然看到你的帖子 有点感动。希望你家宝宝好好的，更贴的人少，希望楼主发下后续过程,0,母爱 如水   上善若水   水润 万物   突然 看到 你 的 帖子   有点 感动 。 希望 你家 宝宝 好好 的 ， 更 贴 的 人少 ， 希望 楼主 发 下 后续 过程,母爱 如水 上善若水 水润 万物 帖子 感动 希望 你家 宝宝 好好 贴 人少 希望 楼主 发 后续 过程,母爱 如水 上善若水 水润 万物 帖子 感动 希望 你家 宝宝 好好 贴 人少 希望 楼主 发 后续 过程,母爱 如水 上善若水 水润 万物 突然 看到 帖子 有点 感动 希望 你家 宝宝 好好 更 贴 人少 希望 楼主 发 后续 过程,母爱 如水 上善若水 水润 万物 突然 看到 帖子 有点 感动 希望 你家 宝宝 好好 更 贴 人少 希望 楼主 发 后续 过程,0.003922485280781984,0.003922480158507824,0.0039224750362336636,0.00392248947173357,0.945085346698761,0.003922475967556238,0.003922477830201387,0.003922477830201387,0.0039224773645401,0.0039224764332175255,0.003922485746443272,0.0039224810898303986,0.003922478295862675,0.003922476898878813,0.003922479227185249
15,30762,你这个视频不具备甄别性。比如和小孩相处，说话和理解能力之类的视频,0,你 这个 视频 不 具备 甄别 性 。 比如 和 小孩 相处 ， 说话 和 理解能力 之类 的 视频,视频 具备 甄别 性 小孩 相处 说话 理解能力 视频,视频 具备 甄别 性 小孩 相处 说话 理解能力 视频,视频 具备 甄别 性 小孩 相处 说话 理解能力 视频,视频 具备 甄别 性 小孩 相处 说话 理解能力 视频,0.007408489473164082,0.007408489473164082,0.007408485747873783,0.00740849832072854,0.00740849319845438,0.007408485747873783,0.8962811827659607,0.007408499252051115,0.007408489473164082,0.007408491801470518,0.007408489473164082,0.007408492732793093,0.007408485282212496,0.007408488541841507,0.007408483419567347
16,21558,拿句子就走*** http://imgsrc.baidu.com/forum/w%3D580/sign=8dfa8d058b44ebf86d716437e9f8d736/d69165d0f703918f467689cc5d3d269758eec44c.jpg,4,拿 句子 就 走 * * *   http : / / imgsrc . baidu . com / forum / w% 3D580 / sign = 8dfa8d058b44ebf86d716437e9f8d736 / d69165d0f703918f467689cc5d3d269758eec44c . jpg,句子 走 http imgsrc baidu com forum w% 3D580 sign 8dfa8d058b44ebf86d716437e9f8d736 d69165d0f703918f467689cc5d3d269758eec44c jpg,句子 走,句子 走,句子 走 http imgsrc baidu com forum w% 3D580 sign 8dfa8d058b44ebf86d716437e9f8d736 d69165d0f703918f467689cc5d3d269758eec44c jpg,0.00512943509966135,0.005129437893629074,0.005129440221935511,0.0051294355653226376,0.0051294430159032345,0.005129437427967787,0.6875197291374207,0.005129437427967787,0.005129437893629074,0.005129443947225809,0.24579760432243347,0.005129436496645212,0.005129440221935511,0.005129437427967787,0.00512943509966135
17,66307,你们哪有经颅仪课吗？,0,你们 哪有 经颅 仪课 吗 ？,哪有 经颅 仪课,哪有 经颅 仪课,哪有 经颅 仪课,哪有 经颅 仪课,0.016677111387252808,0.016677116975188255,0.01667710952460766,0.01667710952460766,0.01667710952460766,0.01667710952460766,0.01667710952460766,0.01667723059654236,0.7665203809738159,0.01667710952460766,0.01667710952460766,0.01667710952460766,0.01667710952460766,0.01667710952460766,0.01667710952460766
18,57898,明知道你教育的方式还有心态不对，但我都不知道怎么劝你…因为我也是一个刚确认自己孩子是疑似自闭症的妈妈……多带孩子出去走走看看吧，死都不怕，那多教几次孩子又能怎样？,0,明 知道 你 教育 的 方式 还有 心态 不 对 ， 但 我 都 不 知道 怎么 劝 你 … 因为 我 也 是 一个 刚 确认 自己 孩子 是 疑似 自闭症 的 妈妈 … … 多带 孩子 出去 走走看看 吧 ， 死 都 不怕 ， 那多教 几次 孩子 又 能 怎样 ？,明 教育 方式 心态 劝 确认 孩子 疑似 自闭症 妈妈 多带 孩子 走走看看 死 那多教 几次 孩子,明 教育 方式 心态 劝 确认 孩子 疑似 自闭症 妈妈 多带 孩子 走走看看 死 那多教 几次 孩子,明 知道 教育 方式 心态 知道 劝 一个 刚 确认 孩子 疑似 自闭症 妈妈 多带 孩子 出去 走走看看 死 那多教 几次 孩子,明 知道 教育 方式 心态 知道 劝 一个 刚 确认 孩子 疑似 自闭症 妈妈 多带 孩子 出去 走走看看 死 那多教 几次 孩子,0.004445602186024189,0.004445603117346764,0.004445609170943499,0.0044456045143306255,0.004445608705282211,0.004445603583008051,0.004445601720362902,0.004445608239620924,0.9377615451812744,0.0044456054456532,0.004445610102266073,0.004445615690201521,0.004445610102266073,0.004445609636604786,0.004445607773959637
19,49106,如何科学训练呢？我小孩21个月。还不会说话。医生说是自闭症倾向。我感觉自己眼泪都快流干了。,0,如何 科学 训练 呢 ？ 我 小孩 21 个 月 。 还 不会 说话 。 医生 说 是 自闭症 倾向 。 我 感觉 自己 眼泪 都 快 流干 了 。,科学 训练 小孩 21 月 说话 医生 说 自闭症 倾向 感觉 眼泪 流干,科学 训练 小孩 月 说话 医生 说 自闭症 倾向 感觉 眼泪 流干,科学 训练 小孩 月 不会 说话 医生 说 自闭症 倾向 感觉 眼泪 快 流干,科学 训练 小孩 21 月 不会 说话 医生 说 自闭症 倾向 感觉 眼泪 快 流干,0.0055567859672009945,0.00555678503587842,0.005556781310588121,0.00555678503587842,0.005556782707571983,0.005556782707571983,0.005556782241910696,0.9222049713134766,0.005556812044233084,0.005556783173233271,0.00555678503587842,0.0055567859672009945,0.005556780844926834,0.005556781310588121,0.005556786898523569
20,17500,2月7个月不会说话，不主动叫妈妈，着急了喊妈妈，胆子小！,0,2 月 7 个 月 不会 说话 ， 不 主动 叫 妈妈 ， 着急 了 喊 妈妈 ， 胆子 小 ！,月 月 说话 主动 妈妈 着急 喊 妈妈 胆子,月 月 说话 主动 妈妈 着急 喊 妈妈 胆子,月 月 不会 说话 主动 妈妈 着急 喊 妈妈 胆子,月 月 不会 说话 主动 妈妈 着急 喊 妈妈 胆子,0.0095252376049757,0.00952524971216917,0.009525245055556297,0.4699564278125763,0.00952524971216917,0.00952523946762085,0.0095252376049757,0.00952525157481432,0.009525248780846596,0.009525247849524021,0.4062153697013855,0.009525246918201447,0.009525244124233723,0.009525258094072342,0.00952526368200779
21,66000,加油,0,加油,加油,加油,加油,加油,0.5333149433135986,0.03333473578095436,0.03333462029695511,0.03333468362689018,0.033334627747535706,0.03333461284637451,0.0333346426486969,0.033334746956825256,0.0333346351981163,0.0333346426486969,0.03333461284637451,0.03333461657166481,0.0333346426486969,0.03333461657166481,0.033334627747535706
22,66686,你好！可以加你微信吗？,0,你好 ！ 可以 加 你 微信 吗 ？,你好 加 微信,你好 加 微信,你好 加 微信,你好 加 微信,0.022225236520171165,0.022225236520171165,0.022225406020879745,0.022225238382816315,0.022225266322493553,0.022225281223654747,0.6888463497161865,0.022225257009267807,0.022225258871912956,0.022225236520171165,0.022225238382816315,0.022225238382816315,0.02222527377307415,0.022225238382816315,0.022225238382816315
23,24408,就是说话晚一点，多教孩子说话，等会说话了，说不定是个话唠。,0,就是 说话 晚一点 ， 多教 孩子 说话 ， 等 会 说话 了 ， 说不定 是 个 话 唠 。,说话 晚一点 多教 孩子 说话 说话 说不定 话 唠,说话 晚一点 多教 孩子 说话 说话 说不定 话 唠,说话 晚一点 多教 孩子 说话 会 说话 说不定 话 唠,说话 晚一点 多教 孩子 说话 会 说话 说不定 话 唠,0.008334608748555183,0.008334613405168056,0.008334617130458355,0.88331538438797,0.008334617130458355,0.008334610611200333,0.008334608748555183,0.008334619924426079,0.008334614336490631,0.008334614336490631,0.008334613405168056,0.0083346301689744,0.008334619924426079,0.008334611542522907,0.008334610611200333
24,45306,认真的看完，你对孩子观察很细致。感觉你的孩子有的地方很聪明，有的地方很懵懂。天才都是古怪的。只要他智力不底下，就找孩子最擅长的地方培养吧。社交一块，还是想办法干预。就像电脑一样成千上万次输入程序吧。总会往好的方向上靠。,0,认真 的 看 完 ， 你 对 孩子 观察 很 细致 。 感觉 你 的 孩子 有 的 地方 很 聪明 ， 有 的 地方 很 懵懂 。 天才 都 是 古怪 的 。 只要 他 智力 不 底下 ， 就 找 孩子 最 擅长 的 地方 培养 吧 。 社交 一块 ， 还是 想 办法 干预 。 就 像 电脑 一样 成千上万 次 输入 程序 吧 。 总会 往好 的 方向 上 靠 。,完 孩子 观察 细致 感觉 孩子 地方 聪明 地方 懵懂 天才 古怪 智力 底下 找 孩子 擅长 地方 培养 社交 一块 想 办法 干预 电脑 成千上万 次 输入 程序 总会 往好 方向,完 孩子 观察 细致 感觉 孩子 地方 聪明 地方 懵懂 天才 古怪 智力 底下 找 孩子 擅长 地方 培养 社交 一块 想 办法 干预 电脑 成千上万 次 输入 程序 总会 往好 方向,认真 完 孩子 观察 细致 感觉 孩子 地方 聪明 地方 懵懂 天才 古怪 智力 底下 找 孩子 擅长 地方 培养 社交 一块 想 办法 干预 电脑 成千上万 次 输入 程序 总会 往好 方向,认真 完 孩子 观察 细致 感觉 孩子 地方 聪明 地方 懵懂 天才 古怪 智力 底下 找 孩子 擅长 地方 培养 社交 一块 想 办法 干预 电脑 成千上万 次 输入 程序 总会 往好 方向,0.0022993648890405893,0.0022993639577180147,0.002299365820363164,0.0022993646562099457,0.9678089022636414,0.0022993646562099457,0.0022993639577180147,0.0022993655875325203,0.002299365121871233,0.0022993646562099457,0.0022993648890405893,0.0022993776947259903,0.002299366518855095,0.002299364423379302,0.0022993646562099457
25,47556,很赞同楼主的说法，我们有着相似的经历。下面我说说我们的经历:我们离第二儿童医院比较远，开车得一个半小时，第一次去到那就10点了，上午的号没挂上，只能等到下午1:30又挂号，挂的普通号，等叫号叫到我们的时候孩子正困得不行，一进诊室孩子就闹，医生很不耐烦，说这么小的孩子下午看病费劲,0,很 赞同 楼主 的 说法 ， 我们 有着 相似 的 经历 。 下面 我 说 说 我们 的 经历 : 我们 离 第二 儿童医院 比较 远 ， 开车 得 一个半 小时 ， 第一次 去 到 那 就 10 点 了 ， 上午 的 号 没 挂 上 ， 只能 等到 下午 1 : 30 又 挂号 ， 挂 的 普通 号 ， 等 叫 号叫 到 我们 的 时候 孩子 正困 得 不行 ， 一进 诊室 孩子 就 闹 ， 医生 很 不耐烦 ， 说 这么 小 的 孩子 下午 看病 费劲,赞同 楼主 说法 经历 说 说 经历 儿童医院 远 开车 一个半 小时 第一次 10 点 上午 号 挂 只能 下午 30 挂号 挂 号 号叫 孩子 正困 不行 一进 诊室 孩子 闹 医生 不耐烦 说 孩子 下午 看病 费劲,赞同 楼主 说法 经历 说 说 经历 儿童医院 远 开车 一个半 小时 第一次 点 上午 号 挂 只能 下午 挂号 挂 号 号叫 孩子 正困 不行 一进 诊室 孩子 闹 医生 不耐烦 说 孩子 下午 看病 费劲,赞同 楼主 说法 有着 相似 经历 下面 说 说 经历 第二 儿童医院 比较 远 开车 一个半 小时 第一次 点 上午 号 没 挂 只能 下午 挂号 挂 普通 号 号叫 孩子 正困 不行 一进 诊室 孩子 闹 医生 不耐烦 说 孩子 下午 看病 费劲,赞同 楼主 说法 有着 相似 经历 下面 说 说 经历 第二 儿童医院 比较 远 开车 一个半 小时 第一次 10 点 上午 号 没 挂 只能 下午 30 挂号 挂 普通 号 号叫 孩子 正困 不行 一进 诊室 孩子 闹 医生 不耐烦 说 孩子 下午 看病 费劲,0.0022228534799069166,0.002222853247076273,0.002222853945568204,0.0022228537127375603,0.0022228537127375603,0.002222853247076273,0.002222853945568204,0.0022228548768907785,0.0022228534799069166,0.002222853945568204,0.0022228541783988476,0.002222855342552066,0.9688800573348999,0.0022228534799069166,0.002222853945568204
26,2944,他一岁多是什么状态呢,0,他 一岁 多 是 什么 状态 呢,一岁 状态,一岁 状态,一岁 状态,一岁 状态,0.6888641715049744,0.022223984822630882,0.02222396619617939,0.022223975509405136,0.022223975509405136,0.02222396805882454,0.022223977372050285,0.022224020212888718,0.02222399041056633,0.02222398854792118,0.022223975509405136,0.022224020212888718,0.022223995998501778,0.022223982959985733,0.02222396619617939
27,26316,请问，国内医院有能做这个检查的吗？,0,请问 ， 国内 医院 有能 做 这个 检查 的 吗 ？,请问 国内 医院 有能 做 检查,请问 国内 医院 有能 做 检查,请问 国内 医院 有能 做 检查,请问 国内 医院 有能 做 检查,0.011113252490758896,0.011113251559436321,0.011113249696791172,0.011113256216049194,0.01111325528472662,0.01111325528472662,0.011113262735307217,0.011113257147371769,0.844414472579956,0.011113249696791172,0.011113251559436321,0.011113251559436321,0.011113249696791172,0.01111325528472662,0.01111325342208147
28,22839,我崽现在能简单的对话，一般都是你问他，他回答！他跟找你说话，一般思维都比较跳跃，会说要，不要，会点头摇头，这居然都是教出来的，呵呵，不管怎么样，宝宝进步最近还是蛮快的，崽崽加油！！,0,我 崽 现在 能 简单 的 对话 ， 一般 都 是 你 问 他 ， 他 回答 ！ 他 跟 找 你 说话 ， 一般 思维 都 比较 跳跃 ， 会 说 要 ， 不要 ， 会 点头 摇头 ， 这 居然 都 是 教 出来 的 ， 呵呵 ， 不管 怎么样 ， 宝宝 进步 最近 还是 蛮快 的 ， 崽 崽 加油 ！ ！,崽 简单 对话 问 回答 找 说话 思维 跳跃 说 点头 摇头 教 宝宝 蛮快 崽 崽 加油,崽 简单 对话 问 回答 找 说话 思维 跳跃 说 点头 摇头 教 宝宝 蛮快 崽 崽 加油,崽 现在 简单 对话 问 回答 找 说话 思维 比较 跳跃 会 说 不要 会 点头 摇头 居然 教 宝宝 进步 最近 蛮快 崽 崽 加油,崽 现在 简单 对话 问 回答 找 说话 思维 比较 跳跃 会 说 不要 会 点头 摇头 居然 教 宝宝 进步 最近 蛮快 崽 崽 加油,0.00555684557184577,0.005556848831474781,0.00555683858692646,0.005556845106184483,0.9222041964530945,0.005556843709200621,0.005556839518249035,0.005556853022426367,0.005556841380894184,0.005556839518249035,0.005556839983910322,0.005556836724281311,0.005556844174861908,0.005556839983910322,0.0055568404495716095
29,48488,本来想突然皮一下，敲儿子的门的,0,本来 想 突然 皮 一下 ， 敲 儿子 的 门 的,本来 想 皮 敲 儿子 门,本来 想 皮 敲 儿子 门,本来 想 突然 皮 一下 敲 儿子 门,本来 想 突然 皮 一下 敲 儿子 门,0.02222575806081295,0.02222573570907116,0.02222575806081295,0.022225745022296906,0.0222257561981678,0.022225817665457726,0.022225741297006607,0.022225771099328995,0.022225763648748398,0.022225765511393547,0.0222257561981678,0.022225750610232353,0.02222575806081295,0.022225750610232353,0.6888394355773926
